1645736377.794458
0.075
28.875
31.8125
32.1875
119.75
1956
22.0
88
0.001
220
4
1645736378.513521,2048,2043.75,377.5,1.2909944487358056,317.75,1.707825127659933,299.75,0.9574271077563381,194.5,0.5773502691896257,123.75,0.9574271077563381,
1645736385.045348,2069,2063.75,371.75,1.707825127659933,311,1.4142135623730951,293.75,2.0615528128088303,191,1.4142135623730951,122,1.4142135623730951,
1645736391.568813,2090,2083.75,363.5,1.7320508075688772,304.75,2.362907813126304,289.25,2.217355782608345,187.5,1.0,119,0.0,
1645736398.092293,2111,2104.25,355.75,0.5,300,0.816496580927726,286.25,1.707825127659933,183,0.816496580927726,117.75,0.9574271077563381,
1645736404.614536,2132,2124.75,349,1.4142135623730951,294,2.943920288775949,280.5,1.7320508075688772,180.25,0.9574271077563381,115.75,1.707825127659933,
1645736411.140328,2153,2144,343,1.4142135623730951,288,1.4142135623730951,276.5,0.5773502691896257,177.5,0.5773502691896257,113.5,0.5773502691896257,
1645736417.66391,2174,2165,336.5,0.5773502691896257,283.25,1.2583057392117916,274,0.816496580927726,175.25,1.2583057392117916,111.75,0.9574271077563381,
1645736424.183518,2195,2185.5,329.75,0.9574271077563381,275.75,0.9574271077563381,270,0.816496580927726,171.75,0.9574271077563381,110.75,0.9574271077563381,
1645736430.708186,2216,2206,322.75,1.707825127659933,271,0.0,266.5,1.2909944487358056,168.5,1.0,109,1.1547005383792515,
1645736437.23053,2237,2224.75,316,0.0,264.5,1.2909944487358056,263.5,1.0,166.75,0.5,108.5,1.7320508075688772,
1645736443.754816,2258,2245.75,310,1.8257418583505538,259.25,1.2583057392117916,262,0.816496580927726,164.25,0.9574271077563381,108,0.816496580927726,
1645736450.276629,2279,2265.25,304.5,1.2909944487358056,252.5,1.2909944487358056,259.25,0.9574271077563381,162.25,0.5,106,1.4142135623730951,
1645736456.799648,2300,2285.75,296.75,2.0615528128088303,247.25,1.5,256.5,1.2909944487358056,160.5,0.5773502691896257,105.75,0.9574271077563381,
