1645240193.629797
0.075
31.625
34.3125
34.8125
119.625
1917.8125
22.0
440
0.001
220
16
2048,2044.25,383.0625,1.1236102527122116,323.0625,1.5692354826475214,305.8125,1.1672617529928753,199.625,1.3102162671355697,128.3125,1.0144785195688801,
2052,2048,383,0.6324555320336759,322.625,1.0878112581387147,305.0625,1.1236102527122116,199.375,1.1474609652039003,127.3125,0.704154339142587,
2056,2051,381.6875,1.1954775893619531,321.9375,0.7719024117939607,303.8125,0.9810708435174292,198.3125,1.4476993242152645,126.5625,0.7274384280931732,
2060,2055.375,380.125,1.7841898254763513,320.6875,1.5370426148939398,303.375,1.0878112581387147,198,0.8944271909999159,126.4375,0.8920949127381756,
2064,2059.25,379.5,1.3662601021279464,319.75,1.4375905768565218,302.375,1.0878112581387147,196.8125,1.1086778913041726,125.75,1.1254628677422756,
2068,2063.75,377.125,1.927865832122834,318,1.3165611772087666,300.8125,1.4705441169852742,196.625,1.1474609652039003,125.375,0.8850612031567836,
2072,2067.0625,375.5625,1.2093386622447824,317.0625,1.4818344486930155,300.125,1.02469507659596,195.625,0.9574271077563381,125.1875,0.8341662504161466,
2076,2071.0625,375.3125,1.1954775893619531,315.5,1.0327955589886444,298.6875,1.138346754435279,195.25,1.0,124.1875,0.8341662504161466,
2080,2074.8125,372.9375,1.3889444433333777,314.3125,1.3022416570411703,297.5625,1.0307764064044151,194.4375,1.0307764064044151,124.0625,1.0626225419530053,
2084,2078.5,371.8125,1.558578412100805,313.5625,1.5041608956491324,296.75,1.1832159566199232,193.25,1.2909944487358056,124.1875,1.1672617529928753,
2088,2082.625,371.1875,1.3768926368215255,312.3125,2.023816526598529,296,1.505545305418162,192.5,0.6324555320336759,123.4375,0.8920949127381756,
2092,2086.25,368.75,1.2382783747337807,310.375,1.707825127659933,294.8125,1.3275918047351754,191.8125,1.1086778913041726,122.125,1.2041594578792296,
2096,2089.9375,367.375,1.3601470508735443,309.9375,1.4361406616345072,294.375,1.02469507659596,191.5,0.9660917830792959,122.5625,1.0307764064044151,
2100,2093.9375,366,1.591644851508443,308.75,1.5275252316519468,292.8125,0.9105858919765157,190,1.5491933384829668,122,1.0327955589886444,
2104,2097.8125,365.3125,1.4930394055974097,307.375,1.3601470508735443,292.5625,1.2093386622447824,189.75,1.2382783747337807,121.3125,1.0781929326423914,
2108,2101.75,363.4375,1.672074559741082,306.75,1.4832396974191326,290.9375,1.181453906563152,189.25,1.1254628677422756,121.5625,0.8139410298049853,
2112,2105.375,361.375,1.2041594578792296,305.4375,1.3149778198382918,291,1.4605934866804429,188.625,1.1474609652039003,120.5625,1.3647344063956182,
2116,2108.9375,360.875,1.3102162671355697,303.9375,1.3889444433333777,289.625,1.1474609652039003,187.25,1.0,120.3125,1.0781929326423914,
2120,2112.9375,359.5625,1.4127396551853895,303.3125,1.4476993242152645,289.0625,1.2893796958227628,186.6875,1.0144785195688801,120.125,1.02469507659596,
2124,2116.6875,358.625,1.3601470508735443,301.8125,1.3275918047351754,287.6875,0.9464847243000456,186.625,1.2041594578792296,119.75,0.6831300510639732,
2128,2120.5,356.75,1.4832396974191326,300.625,1.927865832122834,287,1.2649110640673518,186,1.2649110640673518,119.5,1.0954451150103321,
2132,2124.4375,355,2.160246899469287,298.8125,1.3768926368215255,286.4375,1.2093386622447824,185.4375,0.8139410298049853,119.1875,0.8341662504161466,
2136,2128.375,353.875,1.5864005379054391,297.625,1.3601470508735443,285.0625,1.1236102527122116,184.75,1.1832159566199232,118.625,0.8850612031567836,
2140,2132.25,352.1875,0.75,297.3125,1.579820664927932,285,1.0954451150103321,183.75,1.1832159566199232,117.875,0.9574271077563381,
2144,2135.9375,351.5,1.3165611772087666,295.0625,1.6111590031195968,283.75,1.4375905768565218,182.75,1.2909944487358056,117.6875,0.873212459828649,
2148,2139.75,349.625,1.5,294.8125,1.3275918047351754,282.625,1.0878112581387147,182.75,0.8563488385776752,117.1875,0.9810708435174292,
2152,2144,348.625,1.857417562100671,293.5625,1.3647344063956182,281.625,1.5864005379054391,182.0625,1.0626225419530053,116.5,0.816496580927726,
2156,2147.625,347.25,1.3416407864998738,292.0625,1.181453906563152,280.9375,1.3400870618483463,181.5,1.0327955589886444,116.625,1.2041594578792296,
2160,2151.75,345.6875,1.4930394055974097,291.0625,1.2893796958227628,280.3125,1.3022416570411703,180.3125,1.25,115.875,1.1474609652039003,
2164,2155.125,344.5,1.4605934866804429,290.375,0.8850612031567836,279.6875,1.352466881911223,179.875,0.806225774829855,115.8125,0.9105858919765157,
2168,2159.3125,343.75,1.570562531918633,288.6875,1.352466881911223,278.8125,1.1672617529928753,180,1.0327955589886444,115.5625,0.8920949127381756,
2172,2162.8125,341.75,1.4375905768565218,287.4375,1.4127396551853895,278.625,1.02469507659596,178.5625,1.3149778198382918,115.4375,0.8139410298049853,
2176,2166.3125,341.0625,1.3889444433333777,286.0625,1.2893796958227628,277.5625,0.8139410298049853,178.5625,0.8920949127381756,114.6875,0.7932002689527196,
2180,2170.5625,339.5625,1.0307764064044151,284.75,0.9309493362512627,276.625,1.02469507659596,177.75,0.6831300510639732,114.625,0.806225774829855,
2184,2174.5,337.9375,1.3889444433333777,284.125,1.02469507659596,276.125,1.3601470508735443,177.0625,0.7719024117939607,114.25,1.1832159566199232,
2188,2178.3125,336.6875,1.0781929326423914,283.25,1.390443574307614,275.375,1.02469507659596,177,0.816496580927726,113.4375,0.963932916061417,
2192,2181.875,335.4375,1.2632629707758134,281.8125,1.2230426539304888,274.625,1.4548768561863463,175.6875,0.873212459828649,114.1875,0.75,
2196,2186.125,333.875,1.5438048235879214,280.5,1.4142135623730951,274.375,1.1474609652039003,175.0625,1.181453906563152,113.1875,0.75,
2200,2189.8125,332.5625,1.547847968417226,279.5625,1.0935416468216166,273.1875,0.9105858919765157,175.25,1.1254628677422756,113.125,1.1474609652039003,
2204,2193.375,330.75,1.4832396974191326,278.375,1.3102162671355697,272.5625,0.8139410298049853,174.1875,0.9105858919765157,112.75,1.2909944487358056,
2208,2197.5625,329.9375,1.3889444433333777,277.25,1.3416407864998738,271.8125,0.9810708435174292,173.875,0.8850612031567836,112.375,1.02469507659596,
2212,2200.9375,328.75,1.2909944487358056,276.25,1.3416407864998738,270.9375,1.0626225419530053,173.125,1.0878112581387147,112.375,0.9574271077563381,
2216,2205,327,1.4142135623730951,275.6875,1.0144785195688801,270.25,1.4375905768565218,172.625,1.2041594578792296,111.875,0.8850612031567836,
2220,2208.9375,326.3125,1.40089257261219,273.875,1.1474609652039003,269.8125,1.4705441169852742,172.1875,0.9810708435174292,111.9375,1.2365947867699696,
2224,2213.0625,325.3125,1.9906029237394383,272.5,1.591644851508443,269.625,1.1474609652039003,171.8125,0.9105858919765157,111.1875,0.9810708435174292,
2228,2216.4375,323.75,1.4832396974191326,271.0625,1.2893796958227628,268.6875,0.7932002689527196,171.1875,0.9105858919765157,111.1875,0.9810708435174292,
2232,2220.625,322.4375,1.672074559741082,270.3125,1.5370426148939398,268,0.9660917830792959,170.5625,0.963932916061417,110.875,1.2041594578792296,
2236,2224.25,321.0625,1.2893796958227628,269.5,1.4605934866804429,267.375,0.8850612031567836,170.25,1.1254628677422756,110.25,1.0645812948447542,
2240,2228.125,320.0625,0.8539125638299665,268.5625,1.2632629707758134,266.1875,0.9810708435174292,169.375,1.3102162671355697,110.375,1.1474609652039003,
2244,2231.9375,318.5,1.3662601021279464,267.8125,1.2230426539304888,266.25,0.8563488385776752,168.6875,0.9464847243000456,110.4375,0.8139410298049853,
2248,2235.5625,317.9375,1.1236102527122116,266.6875,1.6620770138594663,265.875,1.0878112581387147,168.375,1.2041594578792296,109.875,1.3102162671355697,
2252,2239.4375,315.9375,1.526160760426852,264.8125,1.6007810593582121,264.8125,1.2763881332363862,167.875,1.0878112581387147,110,1.2649110640673518,
2256,2243.75,314.75,1.6532795690182993,264.625,1.2583057392117916,264.875,1.02469507659596,167.9375,0.9287087810503355,109.8125,0.8341662504161466,
2260,2247.1875,314.0625,1.526160760426852,262.9375,1.6520189667999174,263.9375,1.2365947867699696,167.0625,0.7719024117939607,109,1.2649110640673518,
2264,2251.125,312.5625,1.5903353943953669,261.875,1.2041594578792296,263.5625,0.8139410298049853,166.875,1.02469507659596,109.625,1.0878112581387147,
2268,2255,311.1875,1.4705441169852742,261.25,1.570562531918633,263.1875,0.9105858919765157,166.3125,1.0144785195688801,109.125,0.9574271077563381,
2272,2258.9375,310.625,1.3102162671355697,260.3125,1.3022416570411703,261.9375,0.9979144919948469,165.75,1.1254628677422756,108.75,0.7745966692414834,
2276,2262.75,309.125,1.5864005379054391,259.125,1.5,261.8125,0.8341662504161466,165.625,1.3601470508735443,109,1.0327955589886444,
2280,2266.4375,307.625,1.857417562100671,257.8125,0.9810708435174292,261.3125,1.3022416570411703,165.3125,1.0144785195688801,108.625,1.2583057392117916,
2284,2270.4375,306.6875,1.1954775893619531,256.75,1.570562531918633,261.125,0.8850612031567836,164.5625,0.963932916061417,108.4375,0.8139410298049853,
2288,2274.125,305.5,0.9660917830792959,255.8125,0.9810708435174292,260.4375,1.0307764064044151,164.75,1.0,108.3125,1.25,
2292,2277.875,304,1.3662601021279464,254.0625,1.1236102527122116,259.875,1.408308678285174,163.8125,1.4705441169852742,108.25,0.7745966692414834,
2296,2281.875,303.75,1.1254628677422756,253.3125,1.352466881911223,259.625,0.9574271077563381,164.125,0.806225774829855,107.6875,0.873212459828649,
2300,2285.375,302.4375,1.5041608956491324,252.875,1.5,259.125,1.3601470508735443,163.5625,0.8920949127381756,107.1875,1.3275918047351754,
2304,2289.5625,301.1875,0.9105858919765157,251.9375,1.2893796958227628,258.4375,1.547847968417226,162.625,0.7187952884282609,108,0.9660917830792959,
2308,2293.5,299.8125,1.0468205831628137,250.875,1.746424919657298,257.9375,1.2893796958227628,162.625,1.02469507659596,107,0.9660917830792959,
2312,2297.0625,298.9375,1.4361406616345072,249.1875,1.1672617529928753,258.4375,0.963932916061417,162.3125,1.25,107.375,1.02469507659596,
2316,2300.8125,297.375,1.746424919657298,248.4375,0.7274384280931732,257.4375,1.0307764064044151,161.5625,1.459166428707386,107.5,0.9660917830792959,
2320,2304.875,296.375,1.2583057392117916,247.4375,1.2632629707758134,256.9375,1.5692354826475214,161.625,0.6191391873668903,106.75,0.4472135954999579,
2324,2308.6875,295.375,1.0878112581387147,246.875,1.3102162671355697,256.25,1.1254628677422756,161.4375,0.963932916061417,107.375,1.2041594578792296,
2328,2312.4375,294.25,1.879716290649558,245.5625,1.672074559741082,256,0.9660917830792959,161.125,1.1474609652039003,106.75,1.1832159566199232,
2332,2316.4375,293.25,1.4832396974191326,245.3125,1.4930394055974097,255.5625,1.2093386622447824,160.5,1.0327955589886444,106.875,1.02469507659596,
2336,2320.8125,292,1.0327955589886444,243.0625,1.2365947867699696,255.5,1.2649110640673518,160.75,1.2382783747337807,107.0625,0.7719024117939607,
2340,2324.0625,290.9375,1.4361406616345072,242.8125,1.2763881332363862,254.6875,1.4930394055974097,160.0625,1.0626225419530053,106.3125,0.7932002689527196,
