1646362899.675021
0.075
26.25
28.9375
29.3125
118.75
1768
22.0
88
0.001
220
4
1646362914.140445,26.3125,29.0,29.375,2048,2043.75,375.75,0.9574271077563381,316.75,1.707825127659933,296.5,0.5773502691896257,195,1.1547005383792515,124,1.8257418583505538,
1646362922.176303,26.375,29.0625,29.4375,2069,2064,369.25,1.5,310.5,1.2909944487358056,293.75,1.2583057392117916,191.5,0.5773502691896257,122.25,0.9574271077563381,
1646362930.209047,26.3125,29.125,29.375,2090,2084,360.75,0.9574271077563381,304,1.1547005383792515,288.5,1.7320508075688772,187.75,0.9574271077563381,120.25,0.9574271077563381,
1646362938.241127,26.3125,29.125,29.375,2111,2104.75,354.75,0.9574271077563381,297.75,2.217355782608345,284,0.816496580927726,184.75,1.2583057392117916,118.75,0.9574271077563381,
1646362946.273708,26.25,29.1875,29.375,2132,2124.75,348.5,1.7320508075688772,291.75,0.5,280,0.816496580927726,181.25,0.5,116.25,1.5,
1646362954.306306,26.1875,29.1875,29.375,2153,2144.25,339.75,1.2583057392117916,286.25,0.9574271077563381,274.5,1.7320508075688772,178.25,0.9574271077563381,114.75,0.9574271077563381,
1646362962.339696,26.1875,29.25,29.375,2174,2164.75,334.75,1.2583057392117916,280,2.581988897471611,271.75,1.707825127659933,174.25,0.9574271077563381,111.75,0.9574271077563381,
1646362970.372608,26.25,29.1875,29.4375,2195,2184.75,326.75,1.2583057392117916,274.25,0.5,269,2.160246899469287,171.25,0.9574271077563381,112,0.816496580927726,
1646362978.405462,26.3125,29.1875,29.5,2216,2204.5,320.25,0.9574271077563381,268.75,1.707825127659933,265.75,1.2583057392117916,170.25,0.5,109.5,1.9148542155126762,
1646362986.437357,26.375,29.1875,29.5,2237,2225,314.25,0.9574271077563381,263,2.0,263,0.0,167,1.4142135623730951,108.75,1.2583057392117916,
1646362994.470552,26.375,29.1875,29.5625,2258,2245,308,1.8257418583505538,256.5,1.0,259.25,0.9574271077563381,164.5,1.0,107.75,0.9574271077563381,
1646363002.503167,26.4375,29.25,29.5625,2279,2265.75,300.75,0.5,252.75,1.5,256.75,0.5,162.25,1.707825127659933,106.75,0.9574271077563381,
1646363010.535519,26.4375,29.25,29.5625,2300,2286.25,295,0.816496580927726,247.25,1.2583057392117916,256.25,1.707825127659933,159.75,1.2583057392117916,105.75,1.2583057392117916,
1646363018.568387,26.4375,29.25,29.5625,2321,2306.5,289,2.160246899469287,241.5,1.2909944487358056,253.25,1.5,158.75,1.2583057392117916,105.25,0.9574271077563381,
1646363026.601669,26.4375,29.25,29.5625,2342,2325.5,282.5,0.5773502691896257,235.5,1.2909944487358056,252,0.816496580927726,156.25,0.9574271077563381,104,0.816496580927726,
1646363034.633256,26.375,29.3125,29.5625,2363,2346.75,278.5,1.2909944487358056,231.5,2.0816659994661326,251,1.8257418583505538,154.5,1.2909944487358056,104.75,1.5,
1646363042.665177,26.4375,29.3125,29.5625,2384,2366.25,274.75,0.9574271077563381,226,0.816496580927726,249.5,1.0,154.25,0.9574271077563381,104.25,1.5,
1646363050.697749,26.4375,29.3125,29.5,2405,2386.25,267.5,0.5773502691896257,222,0.0,247.5,0.5773502691896257,153.75,2.217355782608345,104.25,0.5,
1646363058.730987,26.375,29.375,29.5625,2426,2406.25,264,0.816496580927726,215.75,1.2583057392117916,247.5,1.2909944487358056,152.75,1.5,104.75,0.9574271077563381,
1646363066.763337,26.5,29.3125,29.625,2447,2426.75,259.75,1.8929694486000912,213,1.4142135623730951,247.5,0.5773502691896257,153.25,0.5,105.5,0.5773502691896257,
1646363074.795113,26.5,29.3125,29.625,2468,2446.75,254.75,1.2583057392117916,207.5,1.2909944487358056,247,1.4142135623730951,152.25,1.707825127659933,105.25,1.5,
1646363082.827799,26.5,29.375,29.625,2489,2466.5,251.25,0.9574271077563381,204.25,0.9574271077563381,246.75,0.5,153,0.0,106,0.816496580927726,
1646363090.859941,26.5625,29.375,29.625,2510,2487.75,247.5,1.7320508075688772,200.75,1.707825127659933,247.75,0.9574271077563381,152.75,1.707825127659933,107.75,1.2583057392117916,
1646363098.891815,26.5625,29.3125,29.6875,2531,2506.75,244,0.816496580927726,198.25,1.2583057392117916,248.25,0.9574271077563381,154.25,0.5,107,0.816496580927726,
1646363106.924282,26.625,29.25,29.75,2552,2527.75,240.75,1.5,195.25,2.0615528128088303,249.75,0.9574271077563381,155.25,1.707825127659933,108.75,1.2583057392117916,
1646363114.956991,26.6875,29.25,29.75,2573,2547.5,239,2.0,192.5,1.0,251.25,0.9574271077563381,156.75,1.5,111.25,0.9574271077563381,
1646363122.989351,26.6875,29.3125,29.6875,2594,2568,235.75,1.707825127659933,190.5,1.2909944487358056,252,1.4142135623730951,157.5,0.5773502691896257,112.25,0.5,
1646363131.021407,26.6875,29.3125,29.75,2615,2587.75,234.25,2.217355782608345,188.5,1.2909944487358056,254.75,1.2583057392117916,160,0.816496580927726,114.75,0.5,
1646363139.054211,26.6875,29.3125,29.6875,2636,2608.25,233.75,1.2583057392117916,186.75,1.2583057392117916,255.25,0.9574271077563381,162,1.4142135623730951,116.25,0.9574271077563381,
